PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Ticket_final,Cabin_combined
730,0.0,3,25.0,1,0,7.925,1,0,0,0,1,31012713.0,0
731,1.0,1,29.0,0,0,211.3375,1,0,0,0,1,241604.0,205
732,0.0,3,11.0,0,0,18.7875,0,1,1,0,0,26994.0,0
733,0.0,2,29.0,0,0,0.0,0,1,0,0,1,2398554.0,0
734,0.0,2,23.0,0,0,13.0,0,1,0,0,1,284254.0,0
735,0.0,2,23.0,0,0,13.0,0,1,0,0,1,2336394.0,0
736,0.0,3,28.5,0,0,16.1,0,1,0,0,1,546364.0,0
737,0.0,3,48.0,1,3,34.375,1,0,0,0,1,660816.0,0
738,1.0,1,35.0,0,0,512.3292,0,1,1,0,0,177552.0,20101
739,0.0,3,29.0,0,0,7.8958,0,1,0,0,1,3492014.0,0
740,0.0,3,29.0,0,0,7.8958,0,1,0,0,1,3492184.0,0
741,1.0,1,29.0,0,0,30.0,0,1,0,0,1,169884.0,4045
742,0.0,1,36.0,1,0,78.85,0,1,0,0,1,198774.0,3046
743,1.0,1,21.0,2,2,262.375,1,0,1,0,0,176082.0,2057
744,0.0,3,24.0,1,0,16.1,0,1,0,0,1,3765664.0,0
745,1.0,3,31.0,0,0,7.925,0,1,0,0,1,2.19,0
746,0.0,1,70.0,1,1,71.0,0,1,0,0,1,573538.0,2022
747,0.0,3,16.0,1,1,20.25,0,1,0,0,1,26737.0,0
748,1.0,2,30.0,0,0,13.0,1,0,0,0,1,2506484.0,0
749,0.0,1,19.0,1,0,53.1,0,1,0,0,1,1137734.0,4030
750,0.0,3,31.0,0,0,7.75,0,1,0,1,0,3350974.0,0
751,1.0,2,4.0,1,1,23.0,1,0,0,0,1,291034.0,0
752,1.0,3,6.0,0,1,12.475,0,1,0,0,1,3920964.0,50121
753,0.0,3,33.0,0,0,9.5,0,1,0,0,1,3457804.0,0
754,0.0,3,23.0,0,0,7.8958,0,1,0,0,1,3492044.0,0
755,1.0,2,48.0,1,2,65.0,1,0,0,0,1,2208454.0,0
756,1.0,2,0.67,1,1,14.5,0,1,0,0,1,2506494.0,0
757,0.0,3,28.0,0,0,7.7958,0,1,0,0,1,3500424.0,0
758,0.0,2,18.0,0,0,11.5,0,1,0,0,1,291084.0,0
759,0.0,3,34.0,0,0,8.05,0,1,0,0,1,3632944.0,0
760,1.0,1,33.0,0,0,86.5,1,0,0,0,1,1101524.0,2077
761,0.0,3,29.0,0,0,14.5,0,1,0,0,1,3585854.0,0
762,0.0,3,41.0,0,0,7.125,0,1,0,0,1,310127242.0,0
763,1.0,3,20.0,0,0,7.2292,0,1,1,0,0,26634.0,0
764,1.0,1,36.0,1,2,120.0,1,0,0,0,1,1137604.0,2096
765,0.0,3,16.0,0,0,7.775,0,1,0,0,1,3470744.0,0
766,1.0,1,51.0,1,0,77.9583,1,0,0,0,1,135024.0,4011
767,0.0,1,29.0,0,0,39.6,0,1,1,0,0,1123794.0,0
768,0.0,3,30.5,0,0,7.75,1,0,0,1,0,3648504.0,0
769,0.0,3,29.0,1,0,24.15,0,1,0,1,0,3711104.0,0
770,0.0,3,32.0,0,0,8.3625,0,1,0,0,1,84714.0,0
771,0.0,3,24.0,0,0,9.5,0,1,0,0,1,3457814.0,0
772,0.0,3,48.0,0,0,7.8542,0,1,0,0,1,3500474.0,0
773,0.0,2,57.0,0,0,10.5,1,0,0,0,1,340.0,5077
774,0.0,3,29.0,0,0,7.225,0,1,1,0,0,26744.0,0
775,1.0,2,54.0,1,3,23.0,1,0,0,0,1,291054.0,0
776,0.0,3,18.0,0,0,7.75,0,1,0,0,1,3470784.0,0
777,0.0,3,29.0,0,0,7.75,0,1,0,1,0,3831214.0,6038
778,1.0,3,5.0,0,0,12.475,1,0,0,0,1,3645164.0,0
779,0.0,3,29.0,0,0,7.7375,0,1,0,1,0,368654.0,0
780,1.0,1,43.0,0,1,211.3375,1,0,0,0,1,241604.0,203
781,1.0,3,13.0,0,0,7.2292,1,0,1,0,0,26874.0,0
782,1.0,1,17.0,1,0,57.0,1,0,0,0,1,174744.0,2020
783,0.0,1,29.0,0,0,30.0,0,1,0,0,1,1135014.0,406
784,0.0,3,29.0,1,2,23.45,0,1,0,0,1,660716.0,0
785,0.0,3,25.0,0,0,7.05,0,1,0,0,1,310131222.0,0
786,0.0,3,25.0,0,0,7.25,0,1,0,0,1,3748874.0,0
787,1.0,3,18.0,0,0,7.4958,1,0,0,0,1,31012654.0,0
788,0.0,3,8.0,4,1,29.125,0,1,0,1,0,3826524.0,0
789,1.0,3,1.0,1,2,20.575,0,1,0,0,1,23157.0,0
790,0.0,1,46.0,0,0,79.2,0,1,1,0,0,175932.0,2082
791,0.0,3,29.0,0,0,7.75,0,1,0,1,0,124604.0,0
792,0.0,2,16.0,0,0,26.0,0,1,0,0,1,2398654.0,0
793,0.0,3,29.0,8,2,69.55,1,0,0,0,1,234327.0,0
794,0.0,1,29.0,0,0,30.6958,0,1,1,0,0,176002.0,0
795,0.0,3,25.0,0,0,7.8958,0,1,0,0,1,3492034.0,0
796,0.0,2,39.0,0,0,13.0,0,1,0,0,1,282134.0,0
797,1.0,1,49.0,0,0,25.9292,1,0,0,0,1,174654.0,4017
798,1.0,3,31.0,0,0,8.6833,1,0,0,0,1,3492444.0,0
799,0.0,3,30.0,0,0,7.2292,0,1,1,0,0,26854.0,0
800,0.0,3,30.0,1,1,24.15,1,0,0,0,1,3457734.0,0
801,0.0,2,34.0,0,0,13.0,0,1,0,0,1,2506474.0,0
802,1.0,2,31.0,1,1,26.25,1,0,0,0,1,319217.0,0
803,1.0,1,11.0,1,2,120.0,0,1,0,0,1,1137604.0,2096
804,1.0,3,0.42,0,1,8.5167,0,1,1,0,0,26254.0,0
805,1.0,3,27.0,0,0,6.975,0,1,0,0,1,3470894.0,0
806,0.0,3,31.0,0,0,7.775,0,1,0,0,1,3470634.0,0
807,0.0,1,39.0,0,0,0.0,0,1,0,0,1,1120504.0,1036
808,0.0,3,18.0,0,0,7.775,1,0,0,0,1,3470874.0,0
809,0.0,2,39.0,0,0,13.0,0,1,0,0,1,2487234.0,0
810,1.0,1,33.0,1,0,53.1,1,0,0,0,1,1138064.0,508
811,0.0,3,26.0,0,0,7.8875,0,1,0,0,1,34744.0,0
812,0.0,3,39.0,0,0,24.15,0,1,0,0,1,4887137.0,0
813,0.0,2,35.0,0,0,10.5,0,1,0,0,1,282064.0,0
814,0.0,3,6.0,4,2,31.275,1,0,0,0,1,3470824.0,0
815,0.0,3,30.5,0,0,8.05,0,1,0,0,1,3644994.0,0
816,0.0,1,29.0,0,0,0.0,0,1,0,0,1,1120584.0,20102
817,0.0,3,23.0,0,0,7.925,1,0,0,0,1,31012903.0,0
818,0.0,2,31.0,1,1,37.0042,0,1,1,0,0,207943.0,0
819,0.0,3,43.0,0,0,6.45,0,1,0,0,1,707521.0,0
820,0.0,3,10.0,3,2,27.9,0,1,0,0,1,3470884.0,0
821,1.0,1,52.0,1,1,93.5,1,0,0,0,1,127494.0,2069
822,1.0,3,27.0,0,0,8.6625,0,1,0,0,1,3150984.0,0
823,0.0,1,38.0,0,0,0.0,0,1,0,0,1,199724.0,0
824,1.0,3,27.0,0,1,12.475,1,0,0,0,1,3920964.0,50121
825,0.0,3,2.0,4,1,39.6875,0,1,0,0,1,31012954.0,0
826,0.0,3,29.0,0,0,6.95,0,1,0,1,0,3683234.0,0
827,0.0,3,29.0,0,0,56.4958,0,1,0,0,1,16014.0,0
828,1.0,2,1.0,0,2,37.0042,0,1,1,0,0,207943.0,0
829,1.0,3,29.0,0,0,7.75,0,1,0,1,0,3672284.0,0
830,1.0,1,62.0,0,0,80.0,1,0,0,0,1,1135724.0,2028
831,1.0,3,15.0,1,0,14.4542,1,0,1,0,0,26594.0,0
832,1.0,2,0.83,1,1,18.75,0,1,0,0,1,291064.0,0
833,0.0,3,29.0,0,0,7.2292,0,1,1,0,0,26714.0,0
834,0.0,3,23.0,0,0,7.8542,0,1,0,0,1,3474684.0,0
835,0.0,3,18.0,0,0,8.3,0,1,0,0,1,22234.0,0
836,1.0,1,39.0,1,1,83.1583,1,0,1,0,0,177562.0,5049
837,0.0,3,21.0,0,0,8.6625,0,1,0,0,1,3150974.0,0
838,0.0,3,29.0,0,0,8.05,0,1,0,0,1,3920924.0,0
839,1.0,3,32.0,0,0,56.4958,0,1,0,0,1,16014.0,0
840,1.0,1,29.0,0,0,29.7,0,1,1,0,0,117744.0,3047
841,0.0,3,20.0,0,0,7.925,0,1,0,0,1,310128742.0,0
842,0.0,2,16.0,0,0,10.5,0,1,0,0,1,340.0,0
843,1.0,1,30.0,0,0,31.0,1,0,1,0,0,1137984.0,0
844,0.0,3,34.5,0,0,6.4375,0,1,1,0,0,26834.0,0
845,0.0,3,17.0,0,0,8.6625,0,1,0,0,1,3150904.0,0
846,0.0,3,42.0,0,0,7.55,0,1,0,0,1,55477.0,0
847,0.0,3,29.0,8,2,69.55,0,1,0,0,1,234327.0,0
848,0.0,3,35.0,0,0,7.8958,0,1,1,0,0,3492134.0,0
849,0.0,2,28.0,0,1,33.0,0,1,0,0,1,2487274.0,0
850,1.0,1,29.0,1,0,89.1042,1,0,1,0,0,174534.0,3092
851,0.0,3,4.0,4,2,31.275,0,1,0,0,1,3470824.0,0
852,0.0,3,74.0,0,0,7.775,0,1,0,0,1,3470604.0,0
853,0.0,3,9.0,1,1,15.2458,1,0,1,0,0,26784.0,0
854,1.0,1,16.0,0,1,39.4,1,0,0,0,1,175922.0,4028
855,0.0,2,44.0,1,0,26.0,1,0,0,0,1,2442524.0,0
856,1.0,3,18.0,0,1,9.35,1,0,0,0,1,3920914.0,0
857,1.0,1,45.0,1,1,164.8667,1,0,0,0,1,369284.0,0
858,1.0,1,51.0,0,0,26.55,0,1,0,0,1,1130554.0,5017
859,1.0,3,24.0,0,3,19.2583,1,0,1,0,0,26664.0,0
860,0.0,3,29.0,0,0,7.2292,0,1,1,0,0,26294.0,0
861,0.0,3,41.0,2,0,14.1083,0,1,0,0,1,3500264.0,0
862,0.0,2,21.0,1,0,11.5,0,1,0,0,1,281344.0,0
863,1.0,1,48.0,0,0,25.9292,1,0,0,0,1,174664.0,4017
864,0.0,3,29.0,8,2,69.55,1,0,0,0,1,234327.0,0
865,0.0,2,24.0,0,0,13.0,0,1,0,0,1,2338664.0,0
866,1.0,2,42.0,0,0,13.0,1,0,0,0,1,2368524.0,0
867,1.0,2,27.0,1,0,13.8583,1,0,1,0,0,214923.0,0
868,0.0,1,31.0,0,0,50.4958,0,1,0,0,1,175902.0,1024
869,0.0,3,29.0,0,0,9.5,0,1,0,0,1,3457774.0,0
870,1.0,3,4.0,1,1,11.1333,0,1,0,0,1,3477424.0,0
871,0.0,3,26.0,0,0,7.8958,0,1,0,0,1,3492484.0,0
872,1.0,1,47.0,1,1,52.5542,1,0,0,0,1,117514.0,4035
873,0.0,1,33.0,0,0,5.0,0,1,0,0,1,6954.0,2051
874,0.0,3,47.0,0,0,9.0,0,1,0,0,1,3457654.0,0
875,1.0,2,28.0,1,0,24.0,1,0,1,0,0,338133.0,0
876,1.0,3,15.0,0,0,7.225,1,0,1,0,0,26674.0,0
877,0.0,3,20.0,0,0,9.8458,0,1,0,0,1,75344.0,0
878,0.0,3,19.0,0,0,7.8958,0,1,0,0,1,3492124.0,0
879,0.0,3,29.0,0,0,7.8958,0,1,0,0,1,3492174.0,0
880,1.0,1,56.0,0,1,83.1583,1,0,1,0,0,117674.0,3050
881,1.0,2,25.0,0,1,26.0,1,0,0,0,1,2304334.0,0
882,0.0,3,33.0,0,0,7.8958,0,1,0,0,1,3492574.0,0
883,0.0,3,22.0,0,0,10.5167,1,0,0,0,1,75524.0,0
884,0.0,2,28.0,0,0,10.5,0,1,0,0,1,3406844.0,0
885,0.0,3,25.0,0,0,7.05,0,1,0,0,1,39207617.0,0
886,0.0,3,39.0,0,5,29.125,1,0,0,1,0,3826524.0,0
887,0.0,2,27.0,0,0,13.0,0,1,0,0,1,2115364.0,0
888,1.0,1,19.0,0,0,30.0,1,0,0,0,1,1120534.0,2042
889,0.0,3,29.0,1,2,23.45,1,0,0,0,1,660716.0,0
890,1.0,1,26.0,0,0,30.0,0,1,1,0,0,1113694.0,30148
891,0.0,3,32.0,0,0,7.75,0,1,0,1,0,3703764.0,0
